company.founded,company.name,company.relationship,company.sector,company.type,demographics.age,demographics.gender,location.citizenship,location.country code,location.gdp,location.region,name,rank,wealth.how.category,wealth.how.from emerging,wealth.how.industry,wealth.how.inherited,wealth.how.was founder,wealth.how.was political,wealth.type,wealth.worth in billions,year
1885,Poehringer Ingelheim,relation,pharmaceuticals,new,0,,Germany,DEU,2500000000000.0,Europe,Boehringer family,51,New Sectors,True,Technology-Medical,3rd generation,True,True,inherited,4.1,1996
1990,Renova Group,founder,"aluminum, oil",new,56,male,Russia,RUS,0.0,Europe,Viktor Vekselberg,51,Resource Related,True,Mining and metals,not inherited,True,True,privatized and resources,17.2,2014
1869,Sainsbury's,relation,groceries,new,55,male,United Kingdom,GBR,1310000000000.0,Europe,David Sainsbury,52,Non-Traded Sectors,True,"Retail, Restaurant",4th generation,True,True,inherited,4.1,1996
1976,Henderson Land Development,founder/chairman,real estate,new,73,male,Hong Kong,HKG,169000000000.0,East Asia,Lee Shau Kee,52,Financial,True,Real Estate,not inherited,True,True,self-made finance,5.9,2001
1989,ArcelorMittal,founder,steel,new,63,male,India,IND,0.0,South Asia,Lakshmi Mittal,52,Resource Related,True,Non-consumer industrial,father,True,True,inherited,16.7,2014
1926,Schlumberger Well Services,,oilfield services,new,0,,France,FRA,1610000000000.0,Europe,Seydoux/Schlumberger families,53,New Sectors,True,Technology-Medical,not inherited,True,True,inherited,4.0,1996
1957,"Kaufman and Broad, SunAmerica",founder,construction/insurance,new/aquired,67,male,United States,USA,10600000000000.0,North America,Eli Broad,53,Financial,True,Money Management,not inherited,True,True,self-made finance,5.8,2001
1992,NLMK,owner,steel,aquired,57,male,Russia,RUS,0.0,Europe,Vladimir Lisin,53,Resource Related,True,Non-consumer industrial,not inherited,True,True,privatized and resources,16.6,2014
1961,Ito-Yokado,founder,retail,new,71,male,Japan,JPN,4710000000000.0,East Asia,Masatoshi Ito,54,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,founder non-finance,4.0,1996
1976,SAS institute,founder,software,new,58,male,United States,USA,10600000000000.0,North America,James Goodnight,54,New Sectors,True,Technology-Computer,not inherited,True,True,founder non-finance,5.7,2001
1929,Chow Tai Fook Enterprises,relation,real estate,new,88,male,Hong Kong,HKG,0.0,East Asia,Cheng Yu-tung,54,Financial,True,Diversified financial,father,True,True,inherited,16.2,2014
1923,Iwasaki Sangyo Group,relation,real estate,new,71,male,Japan,JPN,4710000000000.0,East Asia,Fukuzo Iwasaki,55,Financial,True,Real Estate,father,True,True,inherited,4.0,1996
1948,Acom,relation,consumer loans,new,60,male,Japan,JPN,4160000000000.0,East Asia,Kyosuke Kinoshita,55,Financial,True,Money Management,father,True,True,inherited,5.6,2001
1981,Softbank,founder/CEO,technology,new,43,male,Japan,JPN,4160000000000.0,East Asia,Masayoshi Son,55,Non-Traded Sectors,True,Media,not inherited,True,True,founder non-finance,5.6,2001
1955,Banco Safra (now Saftra Group),founder,banking,new,75,male,Brazil,BRA,0.0,Latin America,Joseph Safra,55,Financial,True,Money Management,not inherited,True,True,self-made finance,16.0,2014
1926,Koc Holding,relation,"energy, retail, manufacturing",new,65,male,Turkey,TUR,181000000000.0,Middle East/North Africa,Mustafa Rahmi Koc,56,Financial,True,Money Management,3rd generation,True,True,inherited,4.0,1996
1975,Microsoft,founder,technology,new,61,male,United States,USA,0.0,North America,Paul Allen,56,New Sectors,True,Technology-Computer,not inherited,True,True,founder non-finance,15.9,2014
1898,Cox Enterprises,relation,media,aquired,72,female,United States,USA,8100000000000.0,North America,Barbara Cox Anthony,57,Non-Traded Sectors,True,Media,father,True,True,inherited,4.0,1996
1965,Benetton Group,founder,fashion,new,65,male,Italy,ITA,1160000000000.0,Europe,Luciano Benetton,57,Traded Sectors,True,Consumer,not inherited,True,True,founder non-finance,5.5,2001
1957,Hyatt,founder,hotels,aquired,74,male,United States,USA,10600000000000.0,North America,Robert Pritzker,57,Financial,True,Real Estate,father,True,True,self-made finance,5.5,2001
1957,Hyatt,relation,hotels,aquired,50,male,United States,USA,10600000000000.0,North America,Thomas Pritzker,57,Financial,True,Real Estate,father,True,True,inherited,5.5,2001
1994,Novatek,chairman of management committee,gas,new,58,male,Russia,RUS,0.0,Europe,Leonid Mikhelson,57,Resource Related,True,Energy,not inherited,True,True,privatized and resources,15.6,2014
1898,Cox Enterprises,relation,media,aquired,76,female,United States,USA,8100000000000.0,North America,Anne Cox Chambers,58,Non-Traded Sectors,True,Media,father,True,True,inherited,4.0,1996
1898,Cox Enterprises,relation,media,aquired,94,female,United States,USA,0.0,North America,Anne Cox Chambers,58,Non-Traded Sectors,True,Media,father,True,True,inherited,15.5,2014
1963,"Pinault-Printemps-Redoute (PPR), now known as Kering",founder,apparel,new,77,male,France,FRA,0.0,Europe,Francois Pinault,58,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,founder non-finance,15.5,2014
1888,Antofagasta PLC,relation,mining,aquired,71,female,Chile,CHL,0.0,Latin America,Iris Fontbona,58,Resource Related,True,Mining and metals,spouse/widow,True,True,inherited,15.5,2014
1980,MacAnderws and Forbes Holdings,founder,holding company,aquired,53,male,United States,USA,8100000000000.0,North America,Ronald Perelman,59,Financial,True,Private equity/leveraged buyout,not inherited,True,True,self-made finance,4.0,1996
1959,Mori Building,relation,construction,new,66,male,Japan,JPN,4710000000000.0,East Asia,Akira Mori,60,Financial,True,Real Estate,father,True,True,inherited,3.9,1996
1865,BASF/Boehringer Mannheim/DePuy,relation,pharmaceuticals,new,74,male,Germany,DEU,1950000000000.0,Europe,Curt Engelhorn,60,New Sectors,True,Technology-Medical,4th generation,True,True,inherited,5.4,2001
1968,Intel ,founder,technology,new,72,male,United States,USA,10600000000000.0,North America,Gordon Moore,60,New Sectors,True,Technology-Computer,not inherited,True,True,founder non-finance,5.4,2001
1972,SAP AG,founder,software,new,57,male,Germany,DEU,1950000000000.0,Europe,Hasso Plattner,60,New Sectors,True,Technology-Computer,not inherited,True,True,founder non-finance,5.4,2001
1961,Promodes,relation,retail,new,0,male,France,FRA,1380000000000.0,Europe,Paul-Louis Halley,60,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,executive,5.4,2001
1963,Metro AG,founder,groceries,new,72,male,Germany,DEU,2500000000000.0,Europe,Otto Beisheim,61,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,founder non-finance,3.8,1996
1945,Wipro Limited,relation,software,new,68,male,India,IND,0.0,South Asia,Azim Premji,61,New Sectors,True,Technology-Computer,father,True,True,inherited,15.3,2014
2000,Gunvor Group,founder,oil trading,new,61,male,Russia,RUS,0.0,Europe,Gennady Timchenko,61,Resource Related,True,Energy,not inherited,True,True,privatized and resources,15.3,2014
1970,MIDROC,founder,construction/real estate,new,67,male,Saudi Arabia,SAU,0.0,Middle East/North Africa,Mohammad Al Amoudi,61,Resource Related,True,Energy,not inherited,True,True,privatized and resources,15.3,2014
1927,Quelle Versand,relation,retail,new,52,female,Germany,DEU,2500000000000.0,Europe,Madeleine Schickedanz,62,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,inherited,3.8,1996
1841,C&A,relation,retail,new,0,,Netherlands,NLD,443000000000.0,Europe,Brenninkmeijer family,63,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,inherited,3.8,1996
1968,Intel ,founder,technology,new,67,male,United States,USA,8100000000000.0,North America,Gordon Moore,64,New Sectors,True,Technology-Computer,not inherited,True,True,founder non-finance,3.7,1996
1919,Friedrich Flick Industrial Holding,relation,coal,new,74,male,Germany,DEU,1950000000000.0,Europe,Friedrich Flick,64,Financial,True,Money Management,father,True,True,inherited,5.3,2001
1929,Cisneros Group,relation,media,new,55,male,Venezuela,VEN,123000000000.0,Latin America,Gustavo Cisneros,64,Non-Traded Sectors,True,Media,father,True,True,inherited,5.3,2001
1947, H&M,relation, fashion, new,53,male,Sweden,SWE,240000000000.0,Europe,Stefan Persson,64,Traded Sectors,True,Consumer,father,True,True,inherited,5.3,2001
1957,Automation Center,founder,computer services,new,90,male,Switzerland,CHE,279000000000.0,Europe,Walter Haefner,64,New Sectors,True,Technology-Computer,not inherited,True,True,founder non-finance,5.3,2001
1988,Dalian Wanda Group,founder,real estate,new,59,male,China,CHN,0.0,East Asia,Wang Jianlin,64,Financial,True,Real Estate,not inherited,True,True,self-made finance,15.1,2014
1936,Philadelphia Inquirer,relation,media,aquired,0,male,United States,USA,8100000000000.0,North America,Walter Annenberg,65,Non-Traded Sectors,True,Media,father,True,True,inherited,3.7,1996
1980,dish networtk,founder,media,new,61,male,United States,USA,0.0,North America,Charles Ergen,65,Non-Traded Sectors,True,Media,not inherited,True,True,founder non-finance,15.0,2014
1975,Microsoft,CEO,technology,new,39,male,United States,USA,8100000000000.0,North America,Steven Ballmer,66,New Sectors,True,Technology-Computer,not inherited,True,True,executive,3.7,1996
1916,BMW,relation,cars,new,47,male,Germany,DEU,0.0,Europe,Stefan Quandt,66,Traded Sectors,True,Consumer,father,True,True,inherited,14.9,2014
1968,Petrolera Perez Companc,relation,oil,new,61,male,Argentina,ARG,272000000000.0,Latin America,Gregorio Perez Companc,67,Traded Sectors,True,Consumer,father,True,True,inherited,3.6,1996
1978,Grupo Mexio,founder,copper,new,60,male,Mexico,MEX,0.0,Latin America,German Larrea Mota Velasco,67,Resource Related,True,Mining and metals,not inherited,True,True,privatized and resources,14.7,2014
1865,BASF/Boehringer Mannheim/DePuy,relation,pharmaceuticals,new,69,male,Germany,DEU,2500000000000.0,Europe,Curt Engelhorn,68,New Sectors,True,Technology-Medical,4th generation,True,True,inherited,3.6,1996
1967,Aiful,founder,finance,new,53,male,Japan,JPN,4160000000000.0,East Asia,Yoshitaka Fukuda,68,Financial,True,Money Management,not inherited,True,True,self-made finance,5.2,2001
1967,Continental Resources,founder,oil,new,68,male,United States,USA,0.0,North America,Harold Hamm,68,Resource Related,True,Energy,not inherited,True,True,privatized and resources,14.6,2014
0,,,,,0,,South Korea,KOR,603000000000.0,East Asia,Shin Kyuk-Ho,69,Traded Sectors,True,Consumer,not inherited,True,True,,3.6,1996
1982,MBNA,chairman,credit cards,subsidiary,0,male,United States,USA,10600000000000.0,North America,Alfred Lerner,69,0,True,Other,not inherited,True,True,executive,5.1,2001
1864,Irvine Company,owner,real estate,aquired,81,male,United States,USA,0.0,North America,Donald Bren,69,Financial,True,Real Estate,not inherited,True,True,self-made finance,14.4,2014
1975,Bridgewater Associates,founder,hedge funds,new,64,male,United States,USA,0.0,North America,Ray Dalio,69,Financial,True,Hedge funds,not inherited,True,True,self-made finance,14.4,2014
1882,J.D. Irving,relation,timber,new,0,male,Canada,CAN,627000000000.0,North America,James Arthur and John Irving,70,Resource Related,True,Energy,3rd generation,True,True,inherited,3.5,1996
1909,Chanel,relation,luxury goods,new,0,male,France,FRA,1380000000000.0,Europe,Alain Wertheimer,70,Traded Sectors,True,Consumer,3rd generation,True,True,inherited,5.0,2001
1890,"Allianz, Merk Finck & Co",relation,banking/insurance,new,70,male,Germany,DEU,1950000000000.0,Europe,August von Finck,70,Financial,True,Money Management,father,True,True,inherited,5.0,2001
1909,Advance Publications,relation,media,new,71,male,United States,USA,10600000000000.0,North America,Donald Newhouse,70,Non-Traded Sectors,True,Media,father,True,True,inherited,5.0,2001
1923,Metro AG,relation,retail,new,57,male,Germany,DEU,1950000000000.0,Europe,Michael Otto,70,Non-Traded Sectors,True,"Retail, Restaurant",3rd generation,True,True,inherited,5.0,2001
1909,Advance Publications,relation,media,new,73,male,United States,USA,10600000000000.0,North America,Samuel Newhouse,70,Non-Traded Sectors,True,Media,father,True,True,inherited,5.0,2001
1952,Niarchos Ltd,relation,shipping,new,42,male,Greece,GRC,147000000000.0,Europe,Philip Niarchos,71,0,True,Other,father,True,True,inherited,3.5,1996
1946,Schaeffler Group,relation,roller bearings,new,49,male,Germany,DEU,0.0,Europe,Georg Schaeffler,71,Traded Sectors,True,Non-consumer industrial,father,True,True,inherited,14.3,2014
1954,Formosa Plastics,founder,petrochemicals,new,79,male,Taiwan,Taiwan,0.0,East Asia,Wang Yue-che,72,Traded Sectors,True,Consumer,not inherited,True,True,founder non-finance,3.5,1996
1971,"Grupo Aval Acciones y Valores, SA",founder,banking,aquired,81,male,Colombia,COL,0.0,Latin America,Luis Carlos Sarmiento,72,Financial,True,Money Management,not inherited,True,True,self-made finance,14.2,2014
1926,Sabanci Holdings,relation,textiles,new,63,male,Turkey,TUR,181000000000.0,Middle East/North Africa,Sakip Sabanci,73,Traded Sectors,True,Consumer,father,True,True,inherited,3.5,1996
1976,Apple,relation,technology,new,50,female,United States,USA,0.0,North America,Laurene Powell Jobs,73,New Sectors,True,Technology-Computer,spouse/widow,True,True,inherited,14.0,2014
1980,MacAnderws and Forbes Holdings,founder,holding company,aquired,71,male,United States,USA,0.0,North America,Ronald Perelman,73,Financial,True,Private equity/leveraged buyout,not inherited,True,True,self-made finance,14.0,2014
1914,Dassault Group,relation,aviation,new,88,male,France,FRA,0.0,Europe,Serge Dassault,73,0,True,Other,father,True,True,inherited,14.0,2014
1867,Tenglemann Group,relation,retail,new,63,male,Germany,DEU,2500000000000.0,Europe,Erivan Haub,74,Non-Traded Sectors,True,"Retail, Restaurant",3rd generation,True,True,inherited,3.4,1996
1976,Rimbunan Hijau Group,founder,timber,new,60,male,Malaysia,MYS,101000000000.0,East Asia,Tiong Hiew King,75,Resource Related,True,Mining and metals,not inherited,True,True,privatized and resources,3.4,1996
1914,Dassault Group,relation,aviation,new,76,male,France,FRA,1380000000000.0,Europe,Serge Dassault,75,0,True,Other,father,True,True,inherited,4.9,2001
1924,MGM Grand,investor,real estate,aquired,78,male,United States,USA,8100000000000.0,North America,Kirk Kerkorian,76,Financial,True,Real Estate,not inherited,True,True,self-made finance,3.4,1996
1949,Maxingvest AG,relation,coffee,new,60,male,Germany,DEU,1950000000000.0,Europe,Gunter Herz,76,Traded Sectors,True,Consumer,father,True,True,inherited,4.8,2001
1963,Fast Retailing/Uniqlo,founder,apparel,new,52,male,Japan,JPN,4160000000000.0,East Asia,Tadashi Yanai,76,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,founder non-finance,4.8,2001
1985,Frontline Ltd.,founder,oil tankers,aquired,69,male,Cyprus,CYP,0.0,Europe,John Fredriksen,76,Traded Sectors,True,Other,not inherited,True,True,founder non-finance,13.6,2014
1990,Lukoil,founder,oil,new,63,male,Russia,RUS,0.0,Europe,Vagit Alekperov,76,Resource Related,True,Energy,not inherited,True,True,privatized and resources,13.6,2014
1936,National Amusements,relation,media,new,72,male,United States,USA,8100000000000.0,North America,Sumner Redstone,77,Non-Traded Sectors,True,Media,father,True,True,inherited,3.4,1996
1960,Carrefour,founder,groceries,new,0,male,France,FRA,1610000000000.0,Europe,Denis Defforey,78,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,founder non-finance,3.3,1996
1904,Gerling Konzern,relation,insurance,new,46,male,Germany,DEU,1950000000000.0,Europe,Rolf Gerling,78,Financial,True,Hedge funds,father,True,True,inherited,4.7,2001
1994,Paulson & Co.,founder,hedge funds,new,58,male,United States,USA,0.0,North America,John Paulson,78,Financial,True,Hedge funds,not inherited,True,True,self-made finance,13.5,2014
1923,News Limited,relation,media,new,82,male,United States,USA,0.0,North America,Rupert Murdoch,78,Non-Traded Sectors,True,Media,father,True,True,inherited,13.5,2014
1904,Gerling Konzern,relation,insurance,new,41,male,Germany,DEU,2500000000000.0,Europe,Rolf Gerling,79,Financial,True,Hedge funds,father,True,True,inherited,3.3,1996
1948,Holtzbrinck,relation,media,new,59,male,Germany,DEU,1950000000000.0,Europe,Dieter von Holtzbrinck,79,Non-Traded Sectors,True,Media,father,True,True,inherited,4.6,2001
1946,Fidelity Investments,relation,investment banking,new,70,male,United States,USA,10600000000000.0,North America,Edward Johnson,79,Financial,True,Money Management,father,True,True,inherited,4.6,2001
